GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENSG00000260093	0	0	0	0	1	2
ENSG00000260097	17	22	10	15	3	7
ENSG00000260101	0	0	2	0	0	0
ENSG00000260105	1	0	1	0	0	0
ENSG00000260107	5	0	1	1	0	0
ENSG00000260111	2	2	1	2	0	1
ENSG00000260112	1	0	1	1	2	1
ENSG00000260113	0	0	0	1	0	0
ENSG00000260121	1	0	2	0	1	0
ENSG00000260123	4.99999	2	1	0	0	0
ENSG00000260132	9	5	1	1	2	4
ENSG00000260136	325	259	277	279	154.99999	202
ENSG00000260142	0	0	0	0	1	0
ENSG00000260144	1	0	0	0	0	0
ENSG00000260145	0	0	1	0	0	0
ENSG00000260148	0	0	0	1	6	0
ENSG00000260152	0	0	0	0	3	0
ENSG00000260156	3	4	2	1	1	0
ENSG00000260160	26	125	42	29	10	11
ENSG00000260167	71	99	93	22.99999	11	9
ENSG00000260170	2	0	0	1	1	1
ENSG00000260174	1	0	0	0	0	0
ENSG00000260176	23	2	2	1	14	5
ENSG00000260177	9	6	8	1	13	0.99999
ENSG00000260179	0	0	0	0	2	0
ENSG00000260186	59	52	59	2	3	1
ENSG00000260190	2	0	1	0	0	0
ENSG00000260192	10	4	20.99999	4	4	12
ENSG00000260193	14	18.99999	13	7	8.99998	6.99999
ENSG00000260196	22	54	25	10	3	8
ENSG00000260206	11	14	18	13	14	10
ENSG00000260209	2	1	0	0	0	0
ENSG00000260213	0	0	2	0	0	2
ENSG00000260219	121.00001	85.00001	83	65.00001	85	62.00002
ENSG00000260220	0	0	0	1	3	3
ENSG00000260228	0	0	1	0	0	0
ENSG00000260229	0	0	2	2	5	1
ENSG00000260230	1	1	0	0	0	0
ENSG00000260231	132	177	171	40	29	23
ENSG00000260233	49	35	27	36	24	43
ENSG00000260235	0	0	0	0	2	0
ENSG00000260236	78	93	88	34	37	28
ENSG00000260238	207	240	198.00001	523	403	534
ENSG00000260239	0	2	0	1	0	0
ENSG00000260247	0	0	0	0	8	0
ENSG00000260249	2	3	0	0	4	1
ENSG00000260252	2	0	2	0	0	1
ENSG00000260253	1	4	4	0	0	0
ENSG00000260257	15	14	10	19	13	8
ENSG00000260259	105.99999	78	77	29	18	22
ENSG00000260260	2525.99999	1962	2196	1169	1013	896
ENSG00000260265	0	0	0	28.00001	21.99999	36
ENSG00000260267	16	31	27	11	18	9
ENSG00000260269	1	6	1	0	0	0
ENSG00000260271	3	0	0	0	2	0
ENSG00000260272	13	12	7	8	7	9
ENSG00000260273	3	11	9	0	2	4
ENSG00000260274	49	43	46	8	6	9
ENSG00000260278	3	2	2.99999	8	12	5
ENSG00000260279	17	23	16	73	102	13
ENSG00000260280	6	16	10	16	5	7
ENSG00000260281	4	5	6	1	0	0
ENSG00000260285	14	6	9	7	5	11
ENSG00000260287	3	4	3	6	3	5
ENSG00000260288	6	14	8	2	2	2
ENSG00000260289	0	0	0	31	21.00001	19
ENSG00000260290	11	8	8	21	31	20
ENSG00000260293	4	0	2	0	4	2
ENSG00000260296	2	1	0	1	1	0
ENSG00000260302	14.00001	18	21	9	7	10
ENSG00000260304	1	1	0	0	0	0
ENSG00000260314	0	1	0	0	0	0
ENSG00000260316	1	0	1	0	0	0
ENSG00000260317	1	3	5	1	0	0
ENSG00000260325	1	9	5	2	9	1
ENSG00000260326	0	1	0	0	0	0
ENSG00000260328	28	17	23	152	173	131
ENSG00000260329	17	15	15	7	5	9
ENSG00000260331	0	3	0	1	0	0
ENSG00000260338	0	0	0	2	0	0
ENSG00000260339	33	20	38	8	12	10
ENSG00000260342	55	70	44	54	114	31
ENSG00000260347	1	0	0	0	0	0
ENSG00000260348	1	1	0	1	0	1
ENSG00000260349	0	2	0	0	4	0
ENSG00000260350	1	1	2	2	5	0
ENSG00000260351	1	0	4	0	0	0
ENSG00000260352	34	19	30	22	59	15
ENSG00000260360	2	8	5	3	2	4
ENSG00000260361	29	37	29	2	0	0
ENSG00000260366	3	0	2	0	44	0
ENSG00000260367	35	30	43	8	20	4
ENSG00000260368	0	2	0	0	0	0
ENSG00000260370	0	0	0	0	0	1
ENSG00000260371	0	0	0	2	0	1
ENSG00000260372	0	0	1	3	2.00001	0
ENSG00000260377	1	0	0	0	0	0
ENSG00000260381	0	0	0	3	3	0
ENSG00000260388	0	0	0	0	1	0
ENSG00000260390	0	0	0	0	0	1
ENSG00000260394	3	0	1	0	0	0
ENSG00000260395	0	0	1	0	0	0
ENSG00000260400	2	4	6	0	1	0
ENSG00000260401	0	0	1	0	0	0
ENSG00000260403	0	0	0	0	1	0
ENSG00000260416	0	1	0	0	0	0
ENSG00000260418	4	2	0	12	0	0
ENSG00000260420	44	21	36	1	9	2
ENSG00000260423	2	0	0	0	0	0
ENSG00000260425	2	0	2	0	2	0
ENSG00000260428	1	4	2	2	1	1
ENSG00000260430	171	228	201	32	23	16
ENSG00000260433	0	1	1	0	0	0
ENSG00000260436	1	0	0	0	15	0
ENSG00000260441	0	2	3	1	2	1
ENSG00000260442	215.99999	171.00001	182	176.99999	171.00001	125
ENSG00000260443	6	4	1	6	1	6
ENSG00000260447	0	0	0	0	1	0
ENSG00000260448	30.00001	26	20.99999	11	11	11
ENSG00000260451	0	1	0	0	0	0
ENSG00000260454	4	4	7	0	0	0
ENSG00000260455	1	0	0	11	0	0
ENSG00000260456	372	362	405	118	92	77
ENSG00000260458	0	1	1	0	0	0
ENSG00000260459	0	0	0	1	0	0
ENSG00000260464	5	3	3	7	1	1
ENSG00000260465	1	0	0	1	0	0
ENSG00000260468	0	0	3	0	0	0
ENSG00000260471	0	1	0	0	0	0
ENSG00000260473	0	1	1	0	2	0
ENSG00000260475	8	3	8	0	2	1
ENSG00000260479	0	0	1	2	0	0
ENSG00000260482	0	0	0	2	0	1
ENSG00000260484	0	0	2	0	0	0
ENSG00000260490	0	1	0	0	0	0
ENSG00000260493	1	0	0	1	0	0
ENSG00000260494	0	0	0	4	0	0
ENSG00000260495	2	1	1	3	1	0
ENSG00000260496	0	0	0	3	0	1
ENSG00000260498	44.00001	26.00001	29	42	95	39
ENSG00000260500	15	21	15	15	17	13
ENSG00000260504	1	5	1	0	0	0
ENSG00000260510	2	0	4	0	1	0
ENSG00000260520	0	1	0	0	0	0
ENSG00000260526	5	3	2	0	2	0
ENSG00000260528	129.00001	205	157	148	147.99999	172
ENSG00000260530	0	0	1	0	0	0
ENSG00000260534	0	0	0	0	1	0
ENSG00000260536	3	1	0	0	0	1
ENSG00000260537	3	4	2	2	1	0
ENSG00000260541	0	6	3	11	5	0
ENSG00000260545	0	0	1	1	0	0
ENSG00000260549	12	9	7	0	0	0
ENSG00000260550	0	0	0	0	0	1
ENSG00000260552	266	226	273	404	291	277
ENSG00000260558	1	0	0	12	14	0
ENSG00000260563	28	27	18	32	20	17
ENSG00000260565	77.99999	85	73	56.99999	27.00001	33
ENSG00000260569	0	1	0	0	0	0
ENSG00000260570	12	3	8	11	5	4
ENSG00000260572	16	7.99999	3	1	1	1
ENSG00000260577	23	31	33	27	20	7
ENSG00000260578	0	1	0	0	0	0
ENSG00000260579	1	3	3	1	0	0
ENSG00000260585	2	0	0	0	0	0
ENSG00000260588	12	7	10	3	2	2
ENSG00000260589	14	7	12	9	4	1
ENSG00000260592	1	1	0	23	4	0
ENSG00000260593	0	2	2	0	0	0
ENSG00000260595	3	9	5	0	0	0
ENSG00000260597	0	0	0	2	0	0
ENSG00000260599	1	0	0	0	0	0
ENSG00000260602	0	0	1	0	0	0
ENSG00000260604	30	24	27	66.00001	57	62.00001
ENSG00000260608	11	17	13	13	6	11
ENSG00000260612	1	0	0	0	0	0
ENSG00000260613	0	0	0	1	0	0
ENSG00000260619	0	0	3	0	0	0
ENSG00000260624	0	0	0	0	1	1
ENSG00000260625	23	22	13	1	3	6
ENSG00000260630	68	51	62.00001	17	30.99998	22
ENSG00000260641	83	87	75.99999	35	23	20
ENSG00000260643	71	73	79	53	39	28
ENSG00000260646	2	0	0	2	1	0
ENSG00000260647	1	7	7	7	7	10
ENSG00000260649	0	0	1	0	0	1
ENSG00000260650	0	0	1	1	0	1
ENSG00000260653	12	8	13	0	0	1
ENSG00000260657	6	6	11	1	1	0
ENSG00000260659	2	1	1	0	0	0
ENSG00000260661	1	1	1	0	1	0
ENSG00000260668	0	0	0	1	0	0
ENSG00000260669	181	135	136	213	99	120
ENSG00000260671	0	1	1	0	0	1
ENSG00000260673	0	0	0	1	0	0
ENSG00000260681	3	6	0	4	0	4
ENSG00000260688	0	1	0	1	0	0
ENSG00000260689	0	1	0	0	0	0
ENSG00000260691	3	5	1	1	0	0
ENSG00000260693	0	1	1	0	0	0
ENSG00000260698	2	1	0	0	0	0
ENSG00000260704	0	0	0	2	1	0
ENSG00000260706	0	0	1	0	0	0
ENSG00000260708	433	422	416	184	112	163
ENSG00000260710	1873	1511	1652.00002	45	38.99998	38
ENSG00000260711	4	1	1	4	2	5
ENSG00000260714	1	5	17	0	1	2
ENSG00000260719	3	0	0	2	0	0
ENSG00000260725	1	0	0	0	0	0
ENSG00000260729	2	2	1	2	1	0
ENSG00000260735	1	0	0	0	0	0
ENSG00000260737	0	1	0	0	0	0
ENSG00000260740	5	0	0	0	0	1
ENSG00000260743	7	1	1	5	10	1
ENSG00000260744	1	0	0	0	0	3
ENSG00000260746	1	3	0	0	0	0
ENSG00000260751	4	3	2	5	2	1
ENSG00000260755	3	8	1	1	2	1
ENSG00000260757	2	0	0	0	0	0
ENSG00000260765	7	7	5	0	0	0
ENSG00000260773	0	2	13	0	1	1
ENSG00000260774	3	4	5	4	3	5
ENSG00000260777	1	0	0	0	0	0
ENSG00000260778	37	49.00001	57.99999	49	39	32.00001
ENSG00000260782	1	1	1	0	0	0
ENSG00000260785	8	5	4	0	0	1
ENSG00000260790	1	1	0	1	0	0
ENSG00000260792	0	0	3	3	1	0
ENSG00000260796	0	0	0	1	0	0
ENSG00000260798	1	0	0	1	32	1
ENSG00000260799	1	1	0	0	0	0
ENSG00000260802	0	0	0	0	1	0
ENSG00000260803	6	9	5	4	4	6
ENSG00000260804	53	51	50	24	15	16
ENSG00000260805	26	16	24	5	5	1
ENSG00000260806	75	69	76	75	67	47
ENSG00000260810	0	0	2	0	0	0
ENSG00000260814	1	1	0	0	0	0
ENSG00000260816	0	0	0	0	1	0
ENSG00000260823	11	7	6	7	15	3
ENSG00000260828	1	0	0	2	0	0
ENSG00000260830	30	13	33	22	16	13
ENSG00000260834	0	0	1	0	0	0
ENSG00000260836	21	12	13	13	12	15
ENSG00000260840	1	1	0	0	0	0
ENSG00000260850	0	0	0	1	0	0
ENSG00000260851	2	1	0	2	2	0
ENSG00000260852	118	32	29	21	6	8
ENSG00000260853	20	22	19	37	27	16
ENSG00000260861	3	0	4	0	0	0
ENSG00000260863	0	1	4	0	0	0
ENSG00000260874	12	21	19.99999	3.99999	14	1
ENSG00000260876	3	1	7	0	0	0
ENSG00000260877	213	230	256	86	35	61
ENSG00000260879	8	9	6	4	4	10
ENSG00000260880	0	0	2	1	0	2
ENSG00000260884	0	3	0	30	0	0
ENSG00000260886	953	963	779	240	246	147
ENSG00000260887	0	0	0	0	1.00001	0
ENSG00000260889	0	0	1	1	0	0
ENSG00000260891	4	1	0	7	0	5
ENSG00000260894	3	2	0	2	1	0
ENSG00000260895	2	1	0	0	0	0
ENSG00000260896	13	12	9	0	1	0
ENSG00000260898	3	1	1	0	1	2
ENSG00000260899	4	4	6	1	1	2
ENSG00000260907	12	19.00001	14.00001	7	8	4
ENSG00000260911	1	7	0	4	2	1
ENSG00000260912	3	2	1	0	0	0
ENSG00000260914	1	2	0	1	1	0
ENSG00000260916	822	702	693.99999	227	157	165
ENSG00000260917	6	6	3	8	2	0
ENSG00000260919	0	0	2	0	0	0
ENSG00000260920	16	10	10	14	4	8
ENSG00000260922	4	5	7	4	1	6
ENSG00000260924	12	15	17	11	6	10
ENSG00000260926	4	3	7	0	1	0
ENSG00000260927	11	4	6	20	6	4.00001
ENSG00000260932	2	1	4	3	0	0
ENSG00000260934	1	0	2	3	1	0
ENSG00000260941	3	0	2	0	0	0
ENSG00000260942	29	21	24	20	13	18
ENSG00000260947	4	4	5	0	0	0
ENSG00000260948	0	0	1	2	1	0
ENSG00000260949	6	4	3	19	6	5
ENSG00000260953	1	0	0	0	0	0
ENSG00000260954	0	0	1	0	0	0
ENSG00000260955	0	0	1	0	0	1
ENSG00000260963	0	0	1	79	42	61
ENSG00000260971	0	1	0	8	4	10
ENSG00000260976	1	0	0	0	0	0
ENSG00000260978	3	1	4	0	0	0
ENSG00000260979	7	7	5	0	0	1
ENSG00000260981	0	1	0	0	0	0
ENSG00000260988	3	2	1	2	0	0
ENSG00000260991	8	4	12	0	0	1
ENSG00000260992	0	3	3	1	0	1
ENSG00000260995	0	0	0	1	0	0
ENSG00000260996	2	1	3	0	0	0
ENSG00000260999	6	6	5	0	0	0
ENSG00000261000	0	0	2	5	1	0
ENSG00000261008	78	80.99999	80.99999	71	49	31
ENSG00000261028	0	3	0	0	0	0
ENSG00000261029	4	6	2	2	0	1
ENSG00000261033	2	1	0	0	0	0
ENSG00000261036	0	0	3	0	0	1
ENSG00000261037	1	0	1	0	0	0
ENSG00000261040	0	1	0	0	0	0
ENSG00000261041	0	1	0	0	0	0
ENSG00000261045	0	1	1	0	0	0
ENSG00000261049	0	0	1	0	0	0
ENSG00000261052	366	312	268	505	334	729
ENSG00000261054	0	0	2	2	0	0
ENSG00000261055	2	2	0	0	1	0
ENSG00000261056	0	0	0	0	6	4
ENSG00000261061	1	0	0	0	0	1
ENSG00000261063	0	1	0	1	0	0
ENSG00000261064	92	95	95	11	21	8
ENSG00000261065	3	0	0	5	1	1
ENSG00000261067	3	6	4	0	0	2
ENSG00000261070	0	1	2	2	0	0
ENSG00000261071	57	67	78	38	30	51
ENSG00000261072	0	0	0	1	0	1
ENSG00000261077	1	1	0	0	0	0
ENSG00000261079	15	7	11	13	15	3
ENSG00000261083	3	3	3	1	0	2
ENSG00000261087	19	36	27	34	15	17
ENSG00000261089	2	3	0	1	2	0
ENSG00000261092	71	53	34	13	13	12
ENSG00000261093	1	0	1	0	0	0
ENSG00000261094	8	14	14	3	8	3
ENSG00000261096	0	0	1	0	1	0
ENSG00000261098	0	0	1	1	2	0
ENSG00000261104	20	14	16	8	1	5
ENSG00000261105	14	12	19	2	2	5
ENSG00000261108	0	0	0	0	1	0
ENSG00000261113	1	2	1.99999	1	1.99999	0
ENSG00000261114	1	0	2	1	0	0
ENSG00000261115	0	0	1	0	0	1
ENSG00000261118	132	111	129.00001	91	68	56
ENSG00000261121	0	0	0	1	5	0
ENSG00000261122	1	3	6	0	0	0
ENSG00000261124	2	1	2	0	9	1
ENSG00000261126	2	3	3	4	1	1
ENSG00000261131	0	0	0	4	0	0
ENSG00000261136	4	3	2	1	1	2
ENSG00000261140	10	17	32	1	2	5
ENSG00000261141	1	2	2	0	0	0
ENSG00000261147	11	9	5	2	2	1
ENSG00000261150	27	36	31	14	16	2
ENSG00000261158	1	0	0	0	2	0
ENSG00000261161	7	6	7	1	2	0
ENSG00000261167	0	0	0	0	1	0
ENSG00000261170	3	7	9	7	11	9
ENSG00000261172	2	2	1	9.99999	0	0.99999
ENSG00000261173	29	24	21	12	15	11
ENSG00000261175	0	0	0	1	0	0
ENSG00000261183	512	452.99999	467.00001	374.99999	358	340.00002
ENSG00000261186	0	0	0	0	0	2
ENSG00000261187	0	1	1	0	0	1
ENSG00000261188	84	79	100	46	12	36
ENSG00000261189	314	228.99998	252	35	31	27
ENSG00000261202	3	4	3	0	0	0
ENSG00000261203	0	0	1	0	0	0
ENSG00000261204	3	0	2	1	0	1
ENSG00000261205	0	0	0	0	0	1
ENSG00000261210	0	1	0	3	1	1
ENSG00000261211	5	5	9	6	3	3
ENSG00000261215	6	1	2	0	0	9
ENSG00000261216	0	2	0	5	1	0
ENSG00000261219	0	0	1	0	1	0
ENSG00000261220	2	6	2	22	25	19
ENSG00000261221	92	85	85	79	147	63
ENSG00000261227	0	0	0	3	6	3
ENSG00000261231	1	0	0	0	0	0
ENSG00000261235	1	0	0	81	43.99999	58
ENSG00000261236	121	77	132	390	1001	287
ENSG00000261241	0	0	0	0	0	0.99999
ENSG00000261242	6	10	13	2	0	0
ENSG00000261247	1	1	0	0	0	0
ENSG00000261248	0	0	0	1	0	2
ENSG00000261251	19	7	23	19	4	10
ENSG00000261253	17	16	17	3	2	5
ENSG00000261257	0	0	0	0	1	0
ENSG00000261266	0	0	0	1	0	0
ENSG00000261267	1	0	0	0	0	0
ENSG00000261268	7	3	3	11	12	8
ENSG00000261270	0	2	0	1	7	3
ENSG00000261272	0	0	0	0	8	0
ENSG00000261278	0	1	0	0	0	0
ENSG00000261286	0	2	1	2	14	0
ENSG00000261288	0	0	2	3	0	2
ENSG00000261298	0	2	0	0	0	0
ENSG00000261302	1	9	13	2	4.99998	3
ENSG00000261303	0	0	0	1	1	0
ENSG00000261308	0	0	1	10	4	10
ENSG00000261312	2	5	5	3	69	0
ENSG00000261314	1	0	0	0	0	0
ENSG00000261318	4	1	3	1	2	5
ENSG00000261320	0	0	0	0	0	1
ENSG00000261324	2	0	1	1	4	0
ENSG00000261326	1	0	1	4	2	0
ENSG00000261329	2	1	0	0	0	0
ENSG00000261333	0	0	0	1	0	0
ENSG00000261334	0	0	0	0	1	0
ENSG00000261335	2	7	7	5	2	0
ENSG00000261336	0	1	0	0	0	0
ENSG00000261338	0	0	1	1	5	1
ENSG00000261341	76	57	65	71	65	54
ENSG00000261342	20	26	30	1	3	3
ENSG00000261346	0.99999	0.99999	0	0	1	0
ENSG00000261349	1	0	0	0	0	0
ENSG00000261351	10	20	19	5	5	10
ENSG00000261357	23	13	18	2	2	0
ENSG00000261359	5	2	4	0	0	0
ENSG00000261360	22	15	26	10	4	7
ENSG00000261366	2	3	6	0	1	0
ENSG00000261369	0	0	1	0	1	0
ENSG00000261371	22	12	16	3	10	10
ENSG00000261373	183	249	207	183	276	106
ENSG00000261385	20	12	6	20	33	26
ENSG00000261390	2	2	0	1	3	1
ENSG00000261392	49	37	43	1	3	3
ENSG00000261393	0	0	1	0	0	0
ENSG00000261395	0	0	0	0	1	0
ENSG00000261399	0	0	0	0	0	1
ENSG00000261404	22	1	9	0	1	1
ENSG00000261407	10	5	4	7	7	4
ENSG00000261408	321	277	280	517	479.00001	541
ENSG00000261419	1	2	1	4	0	0
ENSG00000261420	3	3	3	1	3	0
ENSG00000261423	74	51	48	20	18	14
ENSG00000261427	5	6	7	1	0	0
ENSG00000261429	0	1	0	0	1	0
ENSG00000261430	3	1	2	3	8	1
ENSG00000261431	5	102	135	72	87	71
ENSG00000261433	0	0	1	0	0	0
ENSG00000261437	90	67.99999	57	89.99999	104	70
ENSG00000261441	16	11	10	2	6	6
ENSG00000261447	0	0	1	0	0	0
ENSG00000261448	0	0	0	0	0	0.99999
ENSG00000261449	0	0	0	0	1	0
ENSG00000261455	52	58	59	54	36	47
ENSG00000261456	0	1	2	0	0	0
ENSG00000261458	0	0	0	3	1	0
ENSG00000261459	1	1	1	0	1	0
ENSG00000261460	3	0	1	0	1	1
ENSG00000261461	1	4	9	1	0	2
ENSG00000261465	24	20.99999	14	9	3	6
ENSG00000261467	0	0	0	0	0	2.00001
ENSG00000261469	0	1	0	0	0	0
ENSG00000261474	156	126	152	118	135	33
ENSG00000261481	0	1	0	4	1	0
ENSG00000261485	1	0	1	7	1	1
ENSG00000261487	7	6	5	1	0	3
ENSG00000261488	1	3	0	4	3	1
ENSG00000261499	0	1	1	4	0	2
ENSG00000261504	0	4	2	0	0	0
ENSG00000261505	9	3	10	66	73	15
ENSG00000261512	13	9	14	9	6	13
ENSG00000261514	2	1	0	0.99999	1	0
ENSG00000261519	226	250	255	61	72	62
ENSG00000261523	1	0	1	0	0	1
ENSG00000261526	70	56.99999	70	36	24	40
ENSG00000261535	0	0	0	7	0	0
ENSG00000261537	3	2	4	0	0	0
ENSG00000261541	1	0	0	0	0	0
ENSG00000261543	0	0	1	0	0	0
ENSG00000261548	0	1	2	8	8	2
ENSG00000261553	7	39	28	55	5	31
ENSG00000261556	0	0	1	2	2	0
ENSG00000261558	0	2	1	0	0	0
ENSG00000261560	3	3	2	5	1	0
ENSG00000261564	5	5	7	0	0	1
ENSG00000261570	1	1	0	2	0	0
ENSG00000261572	6	5	5	6	3	1
ENSG00000261575	0	4	4	1	0	0
ENSG00000261578	17	8	4	12	59	4
ENSG00000261582	9	4	11	2	1	4
ENSG00000261584	2	0	0	1	0	0
ENSG00000261587	13	10	7.00001	3	0	0
ENSG00000261588	5	1	1	13	4	3
ENSG00000261594	0	1	2	1	0	0
ENSG00000261595	1	1	1	1	1	0
ENSG00000261600	4	4	1	2	2	0
ENSG00000261602	2	3	1	5	1	1
ENSG00000261603	0	3	0	0	0	0
ENSG00000261609	51	16	34	29	22	19
ENSG00000261610	1	1	0	0	1	0
ENSG00000261611	28	15	25	15	16	8
ENSG00000261612	0	0	0	0	1	0
ENSG00000261613	11	1	1	32	23	13
ENSG00000261614	3	2	0	1	3	3
ENSG00000261615	0	2	1	0	0	0
ENSG00000261616	1	0	1	0	0	0
ENSG00000261624	0	1	0	0	1	0
ENSG00000261630	1	0	0	1	5	1
ENSG00000261632	0	0	0	1	6	0
ENSG00000261633	5	3	10	5	9	1
ENSG00000261634	1	0	2	0	0	0
ENSG00000261635	0	1	2	0	4	0
ENSG00000261641	1	3	0	0	3	2
ENSG00000261644	1	0	0	0	0	1
ENSG00000261645	2	1	2	0	0	0
ENSG00000261648	2	0	1	0	0	0
ENSG00000261652	22	15	19	5	19	5
ENSG00000261653	0	0	1	0	0	0
ENSG00000261654	0	2	1	0	0	0
ENSG00000261656	0	0	2	0	0	2
ENSG00000261659	2	3	3	3	1	0
ENSG00000261663	19	1	5	6	61	26
ENSG00000261664	8	4	0	12	27	8
ENSG00000261668	0	0	2	0	1	0
ENSG00000261669	1	0	0	1	1	0
ENSG00000261670	0	0	0	0	3	0
ENSG00000261684	2	0	2	1	0	1
ENSG00000261687	0	0	0	1	0	0
ENSG00000261691	1	0	0	1	0	0
ENSG00000261693	0	1	0	0	0	0
ENSG00000261697	0	0	1	0	0	0
ENSG00000261701	0	0	0	0	1	0
ENSG00000261707	1	0	1	2	0	1
ENSG00000261713	0	0	1	0	1	1
ENSG00000261716	2	0	1	0	0	0
ENSG00000261717	6	4	1	2	4	0
ENSG00000261722	52	55	49	89	39	83
ENSG00000261723	2	1	1	0	0	0
ENSG00000261728	0	1	0	6	5	3
ENSG00000261729	1	2.00001	0	2	0	0
ENSG00000261732	4	7	7	29	34	2
ENSG00000261740	2526	2713.00001	2693.00001	912	397	627
ENSG00000261742	1	0	2	0	0	1
ENSG00000261744	0	3	0	0	0	0
ENSG00000261751	6	14	6	0	0	1
ENSG00000261758	79.99999	86	73	37	32	15.00001
ENSG00000261759	39	26	29	7	5	13
ENSG00000261762	5	5	2	6	10	2
ENSG00000261764	5	0	2	11	23	10
ENSG00000261765	0	0	0	0	1	0
ENSG00000261766	0	1	0	0	0	0
ENSG00000261770	0	1	0	5	1	0
ENSG00000261771	5	7	6	1	2	0
ENSG00000261776	0	1	0	0	0	0
ENSG00000261777	62.99999	66.99999	52	53	37	31.00001
ENSG00000261779	3	2	0	5	3	5
ENSG00000261780	0	0	0	428.99999	210	335.99998
ENSG00000261783	21	20	22	127	77	82
ENSG00000261786	4	3	8	9	10	9
ENSG00000261787	0	0	0	50	35	35
ENSG00000261789	0	0	1	0	1	0
ENSG00000261790	7	5	4	11	18	13
ENSG00000261794	0	2	0	0	0	0
ENSG00000261796	79	102	111	86	91	102
ENSG00000261798	0	0	2	0	0	0
ENSG00000261799	36	32	34	21	9	22
ENSG00000261801	86.00002	117.99998	84.00001	45.99999	26	50.00001
ENSG00000261804	82	109	68.00001	21	14	18
ENSG00000261810	3	1	0	0	0	0
ENSG00000261817	9	2	2	0	0	0
ENSG00000261819	21	22	22	38	88	31
ENSG00000261821	0	0	0	1	0	0
ENSG00000261822	3	8	3	0	2	2
ENSG00000261824	861.00001	892.99998	1023.99999	251.99996	148	135
ENSG00000261829	0	1	1	0	0	2
ENSG00000261831	0	1	3	0	0	0
ENSG00000261832	33	27	31	28	17	32
ENSG00000261838	55	57	49	5	3	7
ENSG00000261839	1	1	0	0	0	0
ENSG00000261840	47	23	17	22.00001	10	23
ENSG00000261842	1	1	1	0	0	0
ENSG00000261845	0	0	1	1	0	1
ENSG00000261848	0	0	0	2	0	0
ENSG00000261857	1	3	3	3	4	4
ENSG00000261873	15	53	6	0	0	0
ENSG00000261879	169.99998	163.00001	168	90	66	54
ENSG00000261884	98	96	94	71	67	35
ENSG00000261886	28	19	43	9	0	1
ENSG00000261889	47	51	58	18	31	4
ENSG00000261898	2	1	2	3	1	0
ENSG00000261914	0	0	3	1	3	0
ENSG00000261915	751	871	800	978	681	1001
ENSG00000261916	0	0	0	3	0	1
ENSG00000261924	0	0	0	2	7	1
ENSG00000261934	0	1	4	0	0	0
ENSG00000261938	1	0	1	0	0	0
ENSG00000261939	0	0	0	7	0	0
ENSG00000261949	1	2	0	1	0	2
ENSG00000261970	0	0	1	0	0	0
ENSG00000261971	48	25	41	88	113	30
ENSG00000261976	0	0	0	1	0	0
ENSG00000261978	0	1	0	0	0	0
ENSG00000261996	0	1	0	0	0	0
ENSG00000262001	340.00002	285.99998	327	72	48	47.00001
ENSG00000262003	151	141	124	36	17	24
ENSG00000262020	0	1	0	0	0	0
ENSG00000262038	1	1	0	1	0	0
ENSG00000262049	16	15	9	20	19	13
ENSG00000262050	77	66	56	15	17	5
ENSG00000262074	9	5	1	41	48	8
ENSG00000262075	1	0	0	0	1	0
ENSG00000262094	33	14	33	18	18	11
ENSG00000262097	2	2	0	2	1	1
ENSG00000262098	1	0	0	0	0	0
ENSG00000262099	0	0	0	4	0	0
ENSG00000262112	7	7	10	3	4	1
ENSG00000262117	5	3	4	0	0	0
ENSG00000262136	244	205.99999	235	171	84.00001	118
ENSG00000262140	0	0	0	0	3	0
ENSG00000262147	17	8	7	62	52	44
ENSG00000262151	8	0	9	0	0	0
ENSG00000262152	3	0.99999	7	7	3	11
ENSG00000262154	0	3	1	0	0	4
ENSG00000262155	9	14.00001	11	14	4	0
ENSG00000262160	19	13	19	3	26	0
ENSG00000262165	59	46	47	46	43	52
ENSG00000262171	0	0	0	0	1	0
ENSG00000262179	0	0	1	0	0	0
ENSG00000262185	131.00001	101	100	106	90	72
ENSG00000262188	9	0	6	0	5	1
ENSG00000262198	7	4	4	18	7.99998	16
ENSG00000262202	17	10	5	12	18	7
ENSG00000262209	6	9	14	0	0	0
ENSG00000262213	19	30	25	20	17	17
ENSG00000262223	7	0	1	5	2	4.99999
ENSG00000262228	3	0	2	0	0	0
ENSG00000262246	29	18	28	42	94	33
ENSG00000262248	1	3	0	4	6	3
ENSG00000262265	0	0	7	7	8	0
ENSG00000262271	0	0	0	0	2	0
ENSG00000262294	97.99999	77	75	67.99999	46	77
ENSG00000262296	13	12	18	8	5	0
ENSG00000262298	0	0	1	0	0	0
ENSG00000262302	1	2	0	0	0	0
ENSG00000262304	7	10	6	5	2	8
ENSG00000262312	0	1	1	1	3	0
ENSG00000262319	1	0	1	0	2	0
ENSG00000262332	0	1	0	4	1	1
ENSG00000262333	3	7	0	6	1	1
ENSG00000262343	2	1	1	1	0	0
ENSG00000262358	5	1	5	2	1	0
ENSG00000262362	12	9	5	8	108	3
ENSG00000262366	1	0	0	0	0	0
ENSG00000262380	0	0	0	3	2	1
ENSG00000262408	0	0	0	0	0	2
ENSG00000262410	0	3	0	0	0	0
ENSG00000262412	3	3	9	11	4	5
